#,Background,Stance,Mango Color,Eyes,Mouth,Costume,Costume Color,Hat,Weapon 1,Weapon 2,Weapon 3,Affinity,Special Edition
mh0,Lime Green,Floating,Orange,Unknown,Unknown,Hockey Mask,White/Blood,None,None,None,None,Hero,Travis D
mh2963,Mushroom,Fun,Pink,Calm,Buck,Plumber,Red,Plumber,None,None,None,Hero,None
mh2964,Evening,Fun,Normal,Sinister,Mustache 2,Wasteland,Pink,None,MPAS-12,None,None,Hero,None
mh2965,Barrel White,Fun,Purple,Focused Black,Fright,Special Agent G,Purple,None,Mango MPK,None,None,Hero,None
mh2966,Sunset,Fun,Normal,Eager,Jester Red,Mangoball,Pink,None,Mangoball,None,None,Hero,None
mh2967,Mushroom,Fun,Purple,Shock,Whiskers,Plumber,Red,Plumber,None,None,None,Hero,None
mh2968,Grey White,Fighting,Normal,Skeptic,Clench 2,Grease,Blue,None,None,None,None,Hero,None
mh2969,Barrel Red,Fun,Red,Angry 2,Clench 1,Special Agent O,Black,None,Mango MPK,None,None,Hero,None
mh2970,Sea,Fun,Green,Piercing Worn,Cigar 2,Rockstar,Black,None,None,None,None,Hero,None
mh2971,TBT Radial,Fun,Blue,Scar Left,Knife,Diaper,White,None,None,None,Knife,Hero,None
mh2972,Blue Bubble,Fun,Blue,Plead 1,Mask Yellow,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh2973,Brown Grey,Fun,Green,Resent,Full Metal,Furutsu,Orange,None,None,None,None,Hero,None
mh2974,Planets,Fun,Purple,Goggles,Clench 1,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh2975,TBT Radial,Fun,Blue,Angry 3,Triumph,Cope,Black,Magician,Wand,None,None,Hero,Cope
mh2976,Turquoise Center,Fun,Sunrise,Shock,Triumph,Mangonaut,White,None,None,None,None,Hero,None
mh2977,Barrel Gold,Fun,Normal,Mischievous,Happy,Boss G,Purple,None,Golden MPK,None,None,Hero,None
mh2978,Peach Center,Fun,Blue,Tired,Yell,Cape,Blue,None,None,None,None,Hero,None
mh2979,Orange Center,Fun,Red,Ghoulish,Sinister,Caliburn Combat,Yellow,None,None,None,None,Hero,None
mh2980,Mango Island,Fun,Red,Wink,Jester Purple,Juiced,Blue,None,None,None,None,Hero,None
mh2981,Cornered Purple,Fun,Purple,Scar Right,Jester Red,Alchemist,Purple,None,Otomeiru,None,None,Hero,None
mh2982,Mango Island,Fun,Sunrise,Mask,Cigar 2,Mango Man,Green,None,None,None,None,Hero,None
mh2983,Planets,Fun,Sunrise,Angry 3,Triumph,Space Wrangler,White,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh2984,Blue Center Light,Fun,Normal,Spectacles,Cig,School,Blue,None,None,None,None,Hero,None
mh2985,Pink Orange,Fun,Blue,Happy,Fright,FFF,Purple,Pirate,Hook,None,None,Hero,FFF
mh2986,Peach Center,Fun,Green,Focused Black,Surgical,Cape,Red,None,None,None,None,Hero,None
mh2987,Pink Orange,Fun,Blue,Intense Worn,Yum,FFF,Purple,None,None,None,None,Hero,FFF
mh2988,Bonsai,Fighting,Sunrise,Intense,Shogun,Shogun,Red,Shogun,Wakizashi & Tanto,Bow,None,Hero,None
mh2989,Toxic,Fighting,Blue,Pixelshades,Whistle,Mango Ranger,Green,None,None,None,None,Hero,None
mh2990,Gold,Fighting,Sunrise,Plead 2,Cheese,Mango Ranger,Yellow,None,None,None,None,Hero,None
mh2991,Barrel White,Fun,Red,Piercing,Twig,Special Agent G,Purple,None,Mango MPK,None,None,Hero,None
mh2992,Sky 1,Fun,Green,Plead 1,Cupid,Mango Radio,Blue,None,None,None,None,Hero,None
mh2993,Stars,Fun,Pink,Surprise,Goatee,Space Suit,Red,None,None,None,None,Hero,None
mh2994,Green Black,Fun,Normal,Piercing,Sinister,Mercenary,Red,None,AM-47,None,None,Hero,None
mh2995,Purple Center,Fun,Sunrise,Angry 1,Wheat,Biz,Purple,None,None,None,None,Hero,None
mh2996,Green Black,Fun,Normal,Sinister,Whiskers,Mercenary,Black,None,AM-47,None,None,Hero,None
mh2997,Teal Black,Fun,Purple,Plead 2,Clench 1,Diaper,White,None,None,None,None,Hero,None
mh2998,TBT,Fun,Red,Calm,Sinister,Puffy,Blue,Magician,Wand,None,None,Hero,None
mh2999,Blue Center Light,Fun,Pink,Angry 1,Whiskers,School,Green,None,None,None,None,Hero,None
mh3000,Blue Center Dark,Fighting,Red,Angry,Pout,Mango Ranger,Blue,None,None,None,None,Hero,None
mh3001,Ocean 1,Fun,Red,Cyclops,Plumber,Boxer,Orange,None,Gloves,None,None,Hero,None
mh3002,Tangelo,Fighting,Green,Plead 1,Smile,Viking,Brown,Viking,Shield,None,None,Hero,None
mh3003,Planets,Fun,Red,Plead 2,Cigar,Space Wrangler,Pink,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh3004,Cornered Purple,Fun,Blue,Ghoulish,Whiskers,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh3005,Sun,Fun,Normal,Angry 3,Whiskers,Chad,White,None,Jo,None,None,Hero,None
mh3006,Mango Island,Fun,Red,Scar Left,Frown,Juiced,Blue,None,None,None,None,Hero,None
mh3007,Teal Black,Fun,Green,Focused Red,Respirator 1,Tiger,Orange,None,None,None,None,Hero,None
mh3008,Barrel Red,Fun,Red,Angry 2,Pucker,Agent O,Black,None,Mango MPK,Pencil,None,Hero,None
mh3009,TBT,Fun,Blue,Surprise,Buck,Cope,Black,Mariachi,Maraca,None,None,Hero,Cope
mh3010,Green Mangos,Fun,Sunrise,Spectacles Angry,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh3011,Planets,Fun,Purple,Calm,Cupid,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh3012,TBT,Fun,Pink,Sinister,Triumph,Slime Shirt,Pink,Mariachi,Maraca,None,None,Hero,None
mh3013,Purple Center,Fun,Blue,Alien Yellow,Plumber,Biz,Tan,None,None,None,None,Hero,None
mh3014,Green Mangos,Fun,Red,Patch,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh3015,Cornered Purple,Fun,Pink,Cute,Cigar,Alchemist,White,None,Otomeiru,None,None,Hero,None
mh3016,Brown Grey,Fun,Red,Eager,Wheat,Furutsu,White,None,None,None,None,Hero,None
mh3017,Red Center Dark,Fighting,Blue,Worry 2,Mock,Mango Ranger,Red,None,None,None,None,Hero,None
mh3018,Rising Sun,Fun,Pink,Piercing,Leaf,Ronin,Tan,None,Katana,None,None,Hero,None
mh3019,TBT Radial,Fun,Pink,Spider,Mustache 2,FFF,Purple,None,None,None,None,Hero,FFF
mh3020,Purple Grey,Fun,Sunrise,Plead 2,Clench 1,Ghoul,Black,None,Rinkaku Red,None,None,Hero,None
mh3021,Sky 1,Fun,Normal,Pixelshades,Mustache 2,Mango Radio,Yellow,None,None,None,None,Hero,None
mh3022,TBT,Fun,Pink,Worry,Woozy,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh3023,TBT Radial,Fun,Sunrise,Cobra,Triumph,Kaiju Shirt,Red,Magician,Wand,None,None,Hero,Kaiju
mh3024,Grey White,Fighting,Purple,Scared,Cheese,Grease,Blue,Mariachi,Maraca,None,None,Hero,None
mh3025,TBT Radial,Fun,Blue,Ghoulish,Respirator 2,Striped,White,None,None,None,None,Hero,None
mh3026,Stars,Fun,Pink,Resent,Cheese,Space Suit,Red,None,None,None,None,Hero,None
mh3027,Evening,Fun,Normal,Intense Worn,Mask Pink,Wasteland,Yellow,None,MPAS-12,None,None,Hero,None
mh3028,Sky 2,Fun,Normal,Intense Worn,Ghoulish,Swimmer,Blue,Swimmer,None,None,None,Hero,None
mh3029,Orange Center,Fun,Sunrise,Worry,Leaf,Caliburn Combat,Red,None,None,None,None,Hero,None
mh3030,Pink White,Fun,Normal,Focused Red,Cigar 2,Trunks,Pink,None,None,None,None,Hero,None
mh3031,Tangelo,Fighting,Sunrise,Ded,Cheeky,Viking,Brown,Viking,Shield,None,None,Hero,None
mh3032,Purple Grey,Fun,Red,Angry 1,Cigar,Ghoul,Black,None,Rinkaku Red,None,None,Hero,None
mh3033,Sky 2,Fun,Red,Patch,Full Metal,Swimmer,Blue,Swimmer,None,None,None,Hero,None
mh3034,Sun,Fun,Purple,Heart,Whiskers,Chad,White,None,Jo,None,None,Hero,None
mh3035,Sea,Fun,Sunrise,Eager,Whistle,Rockstar,Black,None,None,None,None,Hero,None
mh3036,Grey White,Fighting,Normal,Calm,Frown,Grease,Blue,Cowboy,None,None,None,Hero,None
mh3037,Evening,Fun,Normal,Jester,Cigar 2,Wasteland,Black,None,MPAS-12,None,None,Hero,None
mh3038,Teal Black,Fun,Purple,Focused Red,Knife,FFF,Purple,None,None,None,Knife,Hero,FFF
mh3039,Teal Black,Fun,Red,Alien White,Clench 1,Cope,Black,None,None,None,None,Hero,Cope
mh3040,Teal Black,Fun,Green,Sinister,Tongue,Cope,Black,None,None,None,None,Hero,Cope
mh3041,Tangelo,Fighting,Red,Enlightened,Whistle,Viking,Brown,Viking,Shield,None,None,Hero,None
mh3042,Peach Center,Fun,Red,Surprise,Joint,Cape,Blue,None,None,None,None,Hero,None
mh3043,Sea,Fun,Green,Tired,Woozy,Rockstar,Black,None,None,None,None,Hero,None
mh3044,Sea,Fun,Purple,Tired,Tongue,Rockstar,Black,None,None,None,None,Hero,None
mh3045,Teal Black,Fun,Pink,Angry,Wheat,Puffy,Blue,None,None,None,None,Hero,None
mh3046,Ocean 1,Fun,Pink,Angry 3,Surgical,Boxer,Red,None,Gloves,None,None,Hero,None
mh3047,Grey White,Fighting,Blue,Scared,Clench 2,Grease,Blue,None,None,None,None,Hero,None
mh3048,Sky 2,Fun,Blue,Yikes,Clench,Swimmer,Blue,Swimmer,None,None,None,Hero,None
mh3049,TBT Radial,Fun,Purple,Piercing,Tongue,Shirt,Blue,None,None,None,None,Hero,None
mh3050,Rising Sun,Fun,Purple,Cyclops,Plumber,Ronin,Tan,None,Katana,None,None,Hero,None
mh3051,TBT,Fun,Pink,Resent,Woozy,Slime Shirt,Pink,None,None,None,None,Hero,None
mh3052,Brown Grey,Fun,Purple,Cyclops,Cigar,Furutsu,Black,None,None,None,None,Hero,None
mh3053,Mushroom,Fun,Normal,Worry,Ghoulish,Plumber,Red,Plumber,None,None,None,Hero,None
mh3054,Teal Black,Fun,Purple,Focused Red,Smirk,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh3055,Ocean 3,Fighting,Green,Calm,Smooch,Straw Hat,Red,Straw Hat,None,None,None,Hero,None
mh3056,Turquoise Center,Fun,Sunrise,Piercing,Buck,Mangonaut,Pink,None,None,None,None,Hero,None
mh3057,Sunset,Fun,Normal,Focused Red,Fright,Mangoball,Orange,None,Mangoball,None,None,Hero,None
mh3058,Sky 2,Fun,Blue,Angry,Buck,Swimmer,Green,Swimmer,None,None,None,Hero,None
mh3059,Green Black,Fun,Normal,Pixelshades,Sinister,Mercenary,Red,None,AM-47,None,None,Hero,None
mh3060,Stars,Fun,Red,Intense,Knife,Space Suit,Red,None,None,None,Knife,Hero,None
mh3061,Purple Center,Fun,Sunrise,Eager,Sour,Biz,Tan,None,None,None,None,Hero,None
mh3062,Brown Grey,Fun,Green,Alien White,Clench 1,Furutsu,Yellow,None,None,None,None,Hero,None
mh3063,Cornered Purple,Fun,Red,Intense,Mustache 2,Alchemist,Green,None,Otomeiru,None,None,Hero,None
mh3064,Peach Center,Fun,Red,Angry 2,Yum,Cape,Blue,None,None,None,None,Hero,None
mh3065,Blue Yellow,Fun,Sunrise,Intense,Jester Purple,Jester,Purple,None,None,None,None,Hero,None
mh3066,Green Mangos,Fun,Green,Envy,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh3067,Orange Center,Fun,Purple,Skeptic,Lower,Caliburn Combat,Red,None,None,None,None,Hero,None
mh3068,Fallen,Fun,Purple,Piercing Worn,Clench 1,Ghoul,Black,None,Rinkaku Red,None,None,Hero,None
mh3069,Mango Island,Fun,Blue,Mask,Pout,Mango Man,Green,None,None,None,None,Hero,None
mh3070,Teal Black,Fun,Red,Yikes,Mustache 2,FFF,Purple,Magician,Wand,None,None,Hero,FFF
mh3071,Sun,Fun,Normal,Surprise,Leaf,Chad,Black,None,Jo,None,None,Hero,None
mh3072,Cornered Purple,Fun,Purple,Focused Red,Leaf,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh3073,Fallen,Fun,Pink,Plead 2,Whiskers,Ghoul,White,None,Rinkaku Red,None,None,Hero,None
mh3074,Mushroom,Fun,Sunrise,Skeptic,Cig,Plumber,Green,Plumber,None,None,None,Hero,None
mh3075,Sky 1,Fun,Normal,Patch,Clench,Mango Radio,Pink,None,None,None,None,Hero,None
mh3076,Sunset,Fun,Red,Angry 2,Cigar 2,Mangoball,Black,None,Mangoball,None,None,Hero,None
mh3077,TBT,Fun,Red,Resent,Joint,Cope,Black,None,None,None,None,Hero,Cope
mh3078,Teal Black,Fun,Pink,Intense Worn,Cheese,Puffy,Blue,None,None,None,None,Hero,None
mh3079,Stars,Fun,Purple,Cute,Cigar 2,Space Suit,Red,None,None,None,None,Hero,None
mh3080,Dojo Light,Fighting,Blue,Angry,Shinobi,Shinobi,Green,None,Katana,Shuriken,None,Hero,None
mh3081,Gold,Fighting,Pink,Crying,Smile,Mango Ranger,Yellow,None,None,None,None,Hero,None
mh3082,Mango Island,Fun,Red,Ghoulish,Wheat,Arachnoid,Blue,None,Mech Arms,None,None,Hero,None
mh3083,Purple Grey,Fun,Red,Eager,Ghoulish,Ghoul,White,None,Rinkaku Red,None,None,Hero,None
mh3084,Planets,Fun,Purple,Yikes,Jester Purple,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh3085,TBT,Fun,Sunrise,Calm,Cig,Cope,Black,Pirate,Hook,None,None,Hero,Cope
mh3086,Barrel White,Fun,Green,Cute,Leaf,Agent M,White,None,Mango MPK,Pencil,None,Hero,None
mh3087,Mango Island,Fun,Gren,Mask,Pucker,Mango Man,Green,None,None,None,None,Hero,None
mh3088,Pink Black,Fun,Blue,Surprise,Buck,Sweater,Pink,None,None,None,None,Hero,None
mh3089,Mango Island,Fun,Sunrise,Mask,Triumph,Mango Man,Green,None,None,None,None,Hero,None
mh3090,Sea,Fun,Red,Tired,Yell,Rockstar,Black,None,None,None,None,Hero,None
mh3091,Teal Black,Fun,Red,Angry 1,Leaf,Diaper,White,Mariachi,Maraca,None,None,Hero,None
mh3092,Barrel Black,Fun,Red,Intense Worn,Sinister,Agent O,Black,None,Mango MPK,Pencil,None,Hero,None
mh3093,Planets,Fun,Pink,Piercing,Fright,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh3094,Evening,Fun,Red,Ghoulish,Whiskers,Wasteland,Blue,None,MPAS-12,None,None,Hero,None
mh3095,Mango Island,Fun,Green,Plead 2,Happy,Fate,Grey,None,None,None,None,Hero,None
mh3096,Ocean 1,Fun,Red,Plead 2,Plumber,Boxer,Orange,None,Gloves,None,None,Hero,None
mh3097,Green Bubble,Fun,Pink,Heart,Full Metal,Cope,Black,Pirate,Hook,None,None,Hero,Cope
mh3098,Gold,Fighting,Normal,Star,Woozy,Mango Ranger,Yellow,None,None,None,None,Hero,None
mh3099,Green Mangos,Fun,Sunrise,Patch,Pacifier,Diaper,White,None,None,None,None,Hero,None
mh3100,Tangelo,Fighting,Pink,Worry 2,Smile,Viking,Brown,Viking,Shield,None,None,Hero,None
mh3101,Rising Sun,Fun,Sunrise,Piercing Worn,Wheat,Ronin,Blue,None,Katana,None,None,Hero,None
mh3102,TBT,Fun,Sunrise,Heart,Leaf,Tiger,Orange,Magician,Wand,None,None,Hero,None
mh3103,Bonsai,Fighting,Purple,Intense,Samurai,Samurai,Pink,Samurai,Katana,None,None,Hero,None
mh3104,Teal Black,Fun,Purple,Envy,Surgical,Slime Shirt,Pink,Mariachi,Maraca,None,None,Hero,None
mh3105,Turquoise Center,Fun,Red,Angry 1,Full Metal,Mangonaut,White,None,None,None,None,Hero,None
mh3106,Purple Center,Fun,Purple,Focused Black,Fright,Biz,Tan,None,None,None,None,Hero,None
mh3107,Purple Grey,Fun,Pink,Surprise,Wheat,Ghoul,White,None,Rinkaku Yellow,None,None,Hero,None
mh3108,Stars,Fun,Red,Jester,Tongue,Space Suit,Red,None,None,None,None,Hero,None
mh3109,Sky 1,Fun,Normal,Surprise,Triumph,Mango Radio,Red,None,None,None,None,Hero,None
mh3110,Barrel Black,Fun,Sunrise,Scar Right,Jester Purple,Agent O,Black,None,Mango MPK,Pencil,None,Hero,None
mh3111,Mushroom,Fun,Normal,Money,Goatee,Plumber,Red,Plumber,None,None,None,Hero,None
mh3112,Ocean 1,Fun,Sunrise,Eager,Lip,Boxer,White,None,Gloves,None,None,Hero,None
mh3113,Mango Island,Fun,Pink,Resent,Cig,Arachnoid,Blue,None,Mech Arms,None,None,Hero,None
mh3114,TBT Radial,Fun,Sunrise,Angry 2,Respirator 2,Slime Shirt,Pink,None,None,None,None,Hero,None
mh3115,TBT Radial,Fun,Red,Intense,Wheat,Cope,Black,Magician,Wand,None,None,Hero,Cope
mh3116,Peach Center,Fun,Green,Surprise,Pout,Cape,Red,None,None,None,None,Hero,None
mh3117,Blue Center Dark,Fighting,Purple,Crying,Tasty,Mango Ranger,Blue,None,None,None,None,Hero,None
mh3118,Bonsai,Fighting,Pink,Intense,Shogun,Shogun,Green,Shogun,Wakizashi & Tanto,Bow,None,Hero,None
mh3119,Peach Center,Fun,Pink,Intense Worn,uwu,Cape,Green,None,None,None,None,Hero,None
mh3120,Blue Yellow,Fun,Blue,Skeptic,Buck,Jester,Red,None,None,None,None,Hero,None
mh3121,Mushroom,Fun,Normal,Skeptic,Cupid,Plumber,Red,Plumber,None,None,None,Hero,None
mh3122,Sakura,Fun,Normal,Intense,Lower,Damasi,White,None,None,None,None,Hero,None
mh3123,Purple Center,Fun,Normal,Angry,Jester Purple,Biz,Tan,None,None,None,None,Hero,None
mh3124,Sun,Fun,Green,Shock,Leaf,Chad,White,None,Jo,None,None,Hero,None
mh3125,Planets,Fun,Purple,Sinister,Jester Purple,Space Wrangler,Tan,Space Wrangler,Mango-45,Mango Ray,None,Hero,None
mh3126,Teal Black,Fun,Purple,Piercing Worn,Woozy,Sweater,Pink,None,None,None,None,Hero,None
mh3127,Blue Center Light,Fun,Pink,Angry 1,Leaf,School,Blue,None,None,None,None,Hero,None
mh3128,Turquoise Center,Fun,Red,Concentrate,Sinister,Mangonaut,White,None,None,None,None,Hero,None
mh3129,Evening,Fun,Normal,Intense Worn,Joint,Wasteland,Pink,None,MPAS-12,None,None,Hero,None
mh3130,Mango Island,Fun,Purple,Joy,Sinister,Arachnoid,Blue,None,Mech Arms,None,None,Hero,None
mh3131,Peach Center,Fun,Red,Intense Worn,Knife,Cape,Yellow,None,None,None,Knife,Hero,None
mh3132,Blue Yellow,Fun,Green,Intense Worn,Sinister,Jester,Purple,None,None,None,None,Hero,None
mh3133,Ocean 3,Fighting,Blue,Shock,uwu,Straw Hat,Blue,Straw Hat,None,None,None,Hero,None
mh3134,TBT,Fun,Blue,Normal,Smirk,Kaiju Shirt,Red,None,None,None,None,Hero,Kaiju
mh3135,Purple Center,Fun,Red,Focused Black,Whiskers,Biz,Pink,None,None,None,None,Hero,None
mh3136,Pink Orange,Fun,Blue,Eager,Buck,FFF,Purple,Mariachi,Maraca,None,None,Hero,FFF
mh3137,Ocean 3,Fighting,Red,Star,Yum,Straw Hat,Blue,Straw Hat,None,None,None,Hero,None
mh3138,TBT Radial,Fun,Sunrise,Shock,Mustache 2,Slime Shirt,Pink,None,None,None,None,Hero,None
mh3139,Teal Black,Fun,Pink,Jester,Yell,Cope,Black,None,None,None,None,Hero,Cope
mh3140,Evening,Fun,Sunrise,Focused Red,Whiskers,Wasteland,Black,None,MPAS-12,None,None,Hero,None
mh3141,Purple Center,Fun,Purple,Focused Red,Whiskers,Biz,Tan,None,None,None,None,Hero,None
mh3142,Peach Center,Fun,Purple,Cute,Yell,Cape,Blue,None,None,None,None,Hero,None
mh3143,Green Bubble,Fun,Blue,Sinister,Leaf,Cope,Black,None,None,None,None,Hero,Cope
mh3144,Ocean 1,Fun,Pink,Sinister,Full Metal,Boxer,Orange,None,Gloves,None,None,Hero,None
mh3145,Purple Center,Fun,Blue,Cute,Jester Red,Biz,Pink,None,None,None,None,Hero,None
mh3146,Turquoise Center,Fun,Green,Alien White,Fright,Mangonaut,White,None,None,None,None,Hero,None
mh3147,Blue Yellow,Fun,Green,Intense Worn,Jester Purple,Jester,Purple,None,None,None,None,Hero,None
mh3148,Stars,Fun,Purple,Intense Worn,Smooch,Space Suit,Red,None,None,None,None,Hero,None
mh3149,Grey White,Fighting,Sunrise,Shades,Smile,Grease,Blue,Cap,None,None,None,Hero,None
mh3150,Sea,Fun,Normal,Angry 1,Frown,Rockstar,Black,None,None,None,None,Hero,None
mh3151,Cornered Purple,Fun,Purple,Ghoulish,Mask Yellow,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh3152,Pink White,Fun,Normal,Focused Red,Sinister,Trunks,Purple,Trunks,None,None,None,Hero,None
mh3153,Tangelo,Fighting,Red,Ded,Mock,Viking,Brown,Viking,Shield,None,None,Hero,None
mh3154,Mango Island,Fun,Sunrise,Mask,Holler,Mango Man,Green,None,None,None,None,Hero,None
mh3155,Teal Black,Fun,Blue,Angry 2,Whistle,Tiger,Orange,None,None,None,None,Hero,None
mh3156,Blue Center Light,Fun,Red,Surprise,Plumber,School,Red,None,None,None,None,Hero,None
mh3157,Teal Black,Fun,Sunrise,Intense,Mustache 2,Striped,White,Pirate,Hook,None,None,Hero,None
mh3158,Turquoise Center,Fun,Pink,Calm,Fright,Mangonaut,White,None,None,None,None,Hero,None
mh3159,Sunset,Fun,Green,Scar Left,Fright,Mangoball,Purple,None,Mangoball,None,None,Hero,None
mh3160,Peach Center,Fun,Purple,Sinister,Sour,Cape,Yellow,None,None,None,None,Hero,None
mh3161,Green Black,Fun,Normal,Plead 2,Triumph,Guerrilla,Yellow,None,AM-47,None,None,Hero,None
mh3162,Orange Center,Fun,Red,Scar Right,Fright,Caliburn Combat,Yellow,None,None,None,None,Hero,None
mh3163,Blue Yellow,Fun,Purple,Fire,Clench 1,Jester,Black,None,None,None,None,Hero,None
mh3164,Teal Black,Fun,Red,Alien White,Whistle,Cope,Black,None,None,None,None,Hero,Cope
mh3165,Pink Bubble,Fun,Green,Yikes,Full Metal,FFF,Purple,None,None,None,None,Hero,FFF
mh3166,Sea,Fun,Blue,Jester,Pout,Rockstar,Black,None,None,None,None,Hero,None
mh3167,Turquoise Center,Fun,Purple,Glasses,Clench 1,Mangonaut,White,None,None,None,None,Hero,None
mh3168,Ocean 1,Fun,Sunrise,Eager,Mustache,Boxer,Red,None,Gloves,None,None,Hero,None
mh3169,Mango Island,Fun,Green,Mask,Sinister,Mango Man,Green,None,None,None,None,Hero,None
mh3170,Brown Grey,Fun,Green,Intense Worn,Leaf,Furutsu,Pink,None,None,None,None,Hero,None
mh3171,Teal Black,Fun,Pink,Plead 2,Leaf,FFF,Purple,Magician,Wand,None,None,Hero,FFF
mh3172,Sakura,Fun,Purple,Cute,Cig,Damasi,Black,None,None,None,None,Hero,None
mh3173,Blue Yellow,Fun,Sunrise,Surprise,Plumber,Jester,Purple,None,None,None,None,Hero,None
mh3174,Cornered Purple,Fun,Purple,Eager,Cigar,Alchemist,Red,None,Otomeiru,None,None,Hero,None
mh3175,Blue Yellow,Fun,Pink,Joy,Whiskers,Jester,Pink,None,None,None,None,Hero,None
mh3176,TBT Radial,Fun,Sunrise,Scar Left,Clench 1,Slime Shirt,Pink,Mariachi,Maraca,None,None,Hero,None
mh3177,Tangelo,Fighting,Pink,Happy,Holler,Viking,Brown,Viking,Shield,None,None,Hero,None
mh3178,Peach Center,Fun,Green,Cute,Pout,Cape,Yellow,None,None,None,None,Hero,None
mh3179,Red Cornered,Fun,Blue,Alien White,Full Metal,Agent N,Pink,None,Mango MPK,Pencil,None,Hero,None
mh3180,Ocean 3,Fighting,Sunrise,Calm,Pout,Straw Hat,Yellow,Straw Hat,None,None,None,Hero,None
mh3181,Green Black,Fun,Normal,Pixelshades,Leaf,Mercenary,Black,None,AM-47,None,None,Hero,None
mh3182,Barrel Black,Fun,Blue,Intense,Fright,Special Agent O,Black,None,Mango MPK,None,None,Hero,None
mh3183,Teal Black,Fun,Purple,Eager,Woozy,Puffy,Blue,None,None,None,None,Hero,None
mh3184,TBT,Fun,Pink,Sinister,Ghoulish,Slime Shirt,Pink,None,None,None,None,Hero,None
mh3185,Mushroom,Fun,Normal,Joy,Sinister,Plumber,Green,Plumber,None,None,None,Hero,None
mh3186,Peach Center,Fun,Red,Intense Worn,Pout,Cape,Green,None,None,None,None,Hero,None
mh3187,Cornered Purple,Fun,Sunrise,Resent,Clench 1,Alchemist,Black,None,Otomeiru,None,None,Hero,None
mh3188,Teal Black,Fun,Red,Jester,Yell,Tiger,Orange,None,None,None,None,Hero,None
mh3189,Stars,Fun,Red,Eager,Tongue,Space Suit,Pink,None,None,None,None,Hero,None
mh3190,Turquoise Center,Fun,Purple,Glasses,Cigar,Mangonaut,White,None,None,None,None,Hero,None
mh3191,Grey White,Fun,Red,Scared,Cheese,Grease,Blue,None,None,None,None,Hero,None
mh3192,TBT,Fun,Pink,Yikes,Cupid,FFF,Purple,None,None,None,None,Hero,FFF
mh3193,Turquoise Center,Fun,Blue,Yikes,Leaf,Mangonaut,White,None,None,None,None,Hero,None
mh3194,Sea,Fun,Red,Resent,Tongue,Rockstar,Black,None,None,None,None,Hero,None
mh3195,Pink Orange,Fun,Pink,Scar Left,Cupid,Tiger,Orange,Pirate,Hook,None,None,Hero,None
mh3196,Ocean 3,Fighting,Blue,Shock,Lips,Straw Hat,Green,Straw Hat,None,None,None,Hero,None
mh3197,Sky 1,Fun,Purple,Patch,Fright,Mango Radio,Red,None,None,None,None,Hero,None
mh3198,Blue Yellow,Fun,Sunrise,Surprise,Lower,Jester,Purple,None,None,None,None,Hero,None
mh3199,Pink Center,Fighting,Normal,Star,Cheeky,Mango Ranger,Pink,None,None,None,None,Hero,None
mh3200,Sky 1,Fun,Red,Tired,Twig,Mango Radio,Purple,None,None,None,None,Hero,None
mh3201,Fallen,Fun,Green,Worry,Cig,Ghoul,Red,None,Rinkaku Green,None,None,Hero,None
mh3202,Teal Black,Fun,Red,Focused Red,Surgical,Sweater,Pink,None,None,None,None,Hero,None
mh3203,Pink Center,Fighting,Pink,Crying,Cigar,Mango Ranger,Pink,None,None,None,None,Hero,None
mh3204,TBT,Fun,Sunrise,Intense Worn,Knife,Slime Shirt,Pink,None,None,None,Knife,Hero,None
mh3205,TBT,Fun,Sunrise,Pixelshades,Buck,Cope,Black,Magician,Wand,None,None,Hero,Cope
mh3206,Sakura,Fun,Sunrise,Jester,Pucker,Damasi,Pink,None,None,None,None,Hero,None
mh3207,Sky 2,Fun,Sunrise,Goggles,Leaf,Swimmer,Orange,Swimmer,None,None,None,Hero,None
mh3208,Red Cornered,Fun,Red,Piercing,Triumph,Hit Mango,Blue,None,Mango MPK,Pencil,None,Hero,None
mh3209,TBT Radial,Fun,Sunrise,Surprise,Jester Purple,Cope,Black,Mariachi,Maraca,None,None,Hero,Cope
mh3210,Green Black,Fun,Normal,Glasses,Full Metal,Guerrilla,White,None,AM-47,None,None,Hero,None
mh3211,TBT,Fun,Red,Focused Black,Yum,Tiger,Orange,None,None,None,None,Hero,None
mh3212,Mushroom,Fun,Normal,Plead 1,Mustache 2,Plumber,Red,Plumber,None,None,None,Hero,None
mh3213,Purple Center,Fun,Red,Piercing Worn,Buck,Biz,Black,None,None,None,None,Hero,None
